match_keyword,standard_product_name,brand,product_group,main_ingredient,category_major,category_middle,category_sub,classification_source,classification_score,manual_lock,review_status,enabled,admin_action,admin_updated_at,note
안국약품_루테인아스타잔틴,안국약품 토비콤 루테인 지아잔틴 아스타잔틴,안국약품,루테인지아잔틴복합추출물,루테인,건강식품,개별인정형원료,루테인지아잔틴복합추출물,,,Y,confirmed,Y,update_product,2026-08-31T14:37:29+09:00,
☆토비콤 루테인지아잔틴 아스타잔틴 12개월분,안국약품 토비콤 루테인 지아잔틴 아스타잔틴,안국약품,루테인지아잔틴복합추출물,루테인,건강식품,개별인정형원료,루테인지아잔틴복합추출물,,,Y,confirmed,Y,update_product,2026-08-31T14:37:29+09:00,
손질 안동간고등어 대사이즈 100g * 28팩 | 원산지 : 상품정보 참조,안동맛자반 실속 안동간고등어,안동맛자반,기타수산물가공품,고등어,,,,,,,confirmed,Y,link_existing,2026-08-25T11:19:49+09:00,
안동간고등어 120g x 20팩,안동맛자반 실속 안동간고등어,안동맛자반,기타수산물가공품,고등어,,,,,,,confirmed,Y,update_product,2026-08-24T16:42:12+09:00,2026-08-25 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
자반고등어1,안동맛자반 실속 안동간고등어,안동맛자반,기타수산물가공품,고등어,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T16:48:15+09:00,
[특상등급]26년 안면도 태양초 햇고춧가루 2kg(500g X 4봉),안면도농협 태양초 햇 고춧가루,안면도농협,고춧가루,고춧가루,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T17:10:08+09:00,
26년 햇 아람빛 고춧가루1kg x 2,안면도농협 태양초 햇 고춧가루,안면도농협,고춧가루,고춧가루,,,,,,,confirmed,Y,update_product,2026-08-25T16:17:25+09:00,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
고춧가루1,안면도농협 태양초 햇 고춧가루,안면도농협,고춧가루,고춧가루,,,,,,,confirmed,Y,link_existing,2026-08-25T16:46:03+09:00,
국내산 서해안 주꾸미 200g x 8팩,알찬푸드 국내산 주꾸미,알찬푸드,기타수산물가공품,주꾸미,,,,,,,confirmed,Y,create_new,2026-08-25T17:18:28+09:00,
홍로사과1,애플진 홍로 못난이사과,애플진,과일,사과,,,,,,,확정,Y,,,사용자 확인 · 2026-08-21 15:40 NS홈쇼핑 샵플러스 · 과일드림 주식회사 운영 상품
[방송에서만] 앱솔리 또또뻥 국내산 현미 8봉 + 호라산밀앤파로 8봉,앱솔리 또또뻥 순수곡물 현미 100%,앱솔리,과자,뻥튀기,일반식품,"과자류, 빵류 또는 떡류",과자,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:21:51+09:00,
국내산촉촉오징어,어부예찬 굽지않고 먹는 The 촉촉오징어,어부에찬,기타수산물가공품,오징어,,,,,,,confirmed,Y,create_new,2026-08-25T14:11:54+09:00,
[한지민 PICK] 에버콜라겐 레티놀A 6병 (24주분),에버콜라겐 레티놀A,에버콜라겐,저분자콜라겐펩타이드(제2023-14호),콜라겐,건강식품,개별인정형원료,저분자콜라겐펩타이드(제2023-14호),manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:19:05+09:00,
에버콜라겐 레티놀A GPH콜라겐,에버콜라겐 레티놀A GPH콜라겐,,건강식품/콜라겐,콜라겐,,,,,,,확정,Y,,,반복 4회 / 제목형태 2종 / 신뢰도 높음
[18개월+30포] NEW 에버콜라겐 타임레티놀A 18개월 + 30포,에버콜라겐 타임 레티놀A,에버콜라겐,저분자콜라겐펩타이드(제2023-14호),콜라겐,건강식품,개별인정형원료,저분자콜라겐펩타이드(제2023-14호),,,Y,confirmed,Y,update_product,2026-08-31T15:05:17+09:00,
(방송중+날개없는선풍기+미니2병)에버콜라겐 레티놀 A(총 80주분),에버콜라겐 타임 레티놀A,에버콜라겐,저분자콜라겐펩타이드(제2023-14호),콜라겐,건강식품,개별인정형원료,저분자콜라겐펩타이드(제2023-14호),,,Y,confirmed,Y,update_product,2026-08-31T15:05:17+09:00,
에버콜라겐 레티놀A 19병 (76주분),에버콜라겐 타임 레티놀A,에버콜라겐,저분자콜라겐펩타이드(제2023-14호),콜라겐,건강식품,개별인정형원료,저분자콜라겐펩타이드(제2023-14호),,,Y,confirmed,Y,update_product,2026-08-31T15:05:17+09:00,
에버콜라겐타임레티놀A,에버콜라겐 타임 레티놀A,에버콜라겐,저분자콜라겐펩타이드(제2023-14호),콜라겐,건강식품,개별인정형원료,저분자콜라겐펩타이드(제2023-14호),,,Y,confirmed,Y,update_product,2026-08-31T15:05:17+09:00,
에버콜라겐랩 100% 동결건조 콜라겐 앰플 1박스,에버콜라겐랩리얼콜라겐100부스터샷앰플,,,,,,,,,,exclude,N,exclude_alias,2026-08-25T13:21:20+09:00,
여수돌산갓김치 6kg (2kg+2kg+2kg),여수돌산갓영농조합 돌산갓김치,여수돌산갓영농조합,김치,김치,,,,,,,confirmed,Y,create_new,2026-08-25T15:30:56+09:00,
[국민영양] 여에스더 PS 포스파티딜세린 10박스(20주분) + 카무트효소1박스,여에스더 국민영양프로젝트 포스파티딜세린,여에스더,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-31T14:49:55+09:00,
[국민영양프로젝트] 여에스더 포스파티딜세린 10박스(5개월분)+블루베리 퓨레,여에스더 국민영양프로젝트 포스파티딜세린,여에스더,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-31T14:49:55+09:00,
[국민영양프로젝트] 여에스더 포스파티딜세린 10박스(5개월분)+블루베리퓨레,여에스더 국민영양프로젝트 포스파티딜세린,여에스더,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-31T14:49:55+09:00,
[에스더포뮬러] 여에스더 포스파티딜세린 5개월분+유기농 그린 컬리케일 1박스,여에스더 국민영양프로젝트 포스파티딜세린,여에스더,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-31T14:49:55+09:00,
[국민영양] 여에스더 포스파티딜세린 5개월분 ( 430mg x 30캡슐 x 10박스) + 카무트 1박스,여에스더 국민영양프로젝트 포스파티딜세린,여에스더,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-31T14:49:55+09:00,
여에스더 리포좀 NMN 울트라X,여에스더 리포좀 NMN 울트라X,여에스더,건강식품/NMN,NMN,,,,,,,확정,Y,,,반복 2회 / 제목형태 1종 / 신뢰도 보통
여에스더 리포좀 NMN 파이토에스 울트라 X 12+4박스(16개월),여에스더 리포좀 NMN 파이토에스 울트라 X,여에스더,기타가공품,NMN,,,,,,,confirmed,Y,create_new,2026-08-25T15:45:35+09:00,
[특집구성]리포좀 글루타치온 다이렉트 12X 알파 네트워크 18박스+냉온장고,여에스더 리포좀 글루타치온 다이렉트 12X 알파 네트워크,여에스더,기타가공품,글루타치온,일반식품,기타식품류,기타가공품,,,Y,confirmed,Y,update_product,2026-08-31T17:16:27+09:00,
(2026 최신리뉴얼) 여에스더 리포좀 글루타치온 12X 12박스 + 3X 1박스,여에스더 리포좀 글루타치온 다이렉트 12X 알파 네트워크,여에스더,기타가공품,글루타치온,일반식품,기타식품류,기타가공품,,,Y,confirmed,Y,update_product,2026-08-31T17:16:27+09:00,
여에스더 리포좀 글루타치온 다이렉트 12X 알파 네트워크,여에스더 리포좀 글루타치온 다이렉트 12X 알파 네트워크,여에스더,기타가공품,글루타치온,일반식품,기타식품류,기타가공품,,,Y,confirmed,Y,update_product,2026-08-31T17:16:27+09:00,반복 2회 / 제목형태 1종 / 신뢰도 보통
여에스더 리포좀 글루타치온 다이렉트 울트라12x 12박스 (26년 최신상) 3X 1박스리포좀 글루타치온 다이렉트 울트라12x 12박스 (26년 최신상) 3X 1박스,여에스더 리포좀 글루타치온 다이렉트 12X 알파 네트워크,여에스더,기타가공품,글루타치온,일반식품,기타식품류,기타가공품,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T11:15:09+09:00,
여에스더_글루타치온,여에스더 리포좀 글루타치온 다이렉트 12X 알파 네트워크,여에스더,기타가공품,글루타치온,일반식품,기타식품류,기타가공품,,,Y,confirmed,Y,update_product,2026-08-31T17:16:27+09:00,
[국민영양프로젝트] 여에스더 장용성 파비플로라 다이어트 10박스(20주분),여에스더 장용성 파비플로라 다이어트,여에스더,파비플로라생강뿌리추출물,파비플로라,건강식품,개별인정형원료,파비플로라생강뿌리추출물,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T08:52:28+09:00,
여에스더 포스파티딜세린 블루베리퓨레,여에스더 포스파티딜세린 블루베리퓨레,여에스더,건강식품/두뇌·인지,포스파티딜세린,,,,,,,확정,Y,,,반복 3회 / 제목형태 2종 / 신뢰도 높음
여에스더 포스파티딜세린 유기농 그린 컬리케일,여에스더 포스파티딜세린 유기농 그린 컬리케일,여에스더,건강식품/두뇌·인지,포스파티딜세린,,,,,,,확정,Y,,,반복 2회 / 제목형태 1종 / 신뢰도 보통
장용성 파비플로라 PRO 12박스,영라뉴 장용성 파비플로라 PRO,영라뉴,파비플로라생강뿌리추출물,파비플로라,건강식품,개별인정형원료,파비플로라생강뿌리추출물,,,Y,confirmed,Y,update_product,2026-08-31T17:12:30+09:00,
[방송에서만 50%세일]장용성 파비플로라 다이어트 12박스,영라뉴 장용성 파비플로라 PRO,영라뉴,파비플로라생강뿌리추출물,파비플로라,건강식품,개별인정형원료,파비플로라생강뿌리추출물,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T11:23:13+09:00,
영양고춧가루,영양고추유통공사 빛깔찬 고춧가루,빛깔찬,고춧가루,고춧가루,일반식품,조미식품,고춧가루,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:58:35+09:00,
예미정 직화 떡갈비,예미정 직화 떡갈비,,,,,,,,,,확인필요,N,,,2026-08-22 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
[잇몸유산균CMU] 오라틱스 8박스+방송에서만 4박스 더,오라틱스 잇몸유산균 오라틱스,오라틱스,CMU 프로바이오틱스,CMU 프로바이오틱스,건강식품,고시형원료,프로바이오틱스,,,Y,confirmed,Y,update_product,2026-08-31T14:51:30+09:00,
오분도미버섯밥,오분도미버섯밥,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
[LIVE] 스페셜 견과 루비에디션 4+1박스 (100봉),오하루 자연가득 스페셜 견과 루비에디션,오하루,땅콩또는견과류가공품,견과류,,,,,,,confirmed,Y,create_new,2026-08-25T18:09:46+09:00,
[동가게] 스페셜 견과 베리에디션 4+1박스 (100봉),오하루 자연가득 스페셜 견과 베리에디션,오하루,땅콩또는견과류가공품,견과류,일반식품,농산가공식품류,땅콩또는견과류가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:29:07+09:00,
프리미엄 메이플견과 4+1박스(100봉),오하루 자연가득 프리미엄 메이플견과,오하루,땅콩또는견과류가공품,견과류,일반식품,농산가공식품류,땅콩또는견과류가공품,,,Y,confirmed,Y,update_product,2026-08-31T17:53:20+09:00,
오한진알부민,오한진 프리미엄 오한진의 백세알부민,오한진,혼합음료,알부민,,,,,,,confirmed,Y,update_product,2026-08-24T17:20:24+09:00,사용자 확인: 실제 제품명은 '오한진 알부민'
오한진백세알부민,오한진백세알부민,,,,,,,,,,확인필요,N,,,2026-08-22 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
[김권태농부김치] 별미김치 갓김치 2kg + 파김치 1kg,옥과맛있는김치 김권태농부김치,옥과맛있는김치,김치,김치,,,,,,,confirmed,Y,create_new,2026-08-25T17:56:17+09:00,
육포1,온작 이영자 통통육포,온작,건조저장,육포,일반식품,식육가공품 및 포장육,건조저장육류,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:25:05+09:00,
(TV)온작이영자의 파김치3kg,온작 파김치,온작,김치,김치,,,,,,,confirmed,Y,create_new,2026-08-25T15:59:16+09:00,
백명란1,온정담 알찬 백명란,온정담,양념젓갈,명란,,,,,,,confirmed,Y,create_new,2026-08-25T14:23:18+09:00,
올레비다 유기농 올리브오일 8병+포 1박스 (산도 0.15 최고스펙 스페인 올리브유),올레비다 유기농 엑스트라버진 올리브유,올레비다,올리브유,올리브유,일반식품,식용유지류,올리브유,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:57:23+09:00,
올리브3 지중해 엑스트라버진 올리브오일 캡슐,올리브3 지중해 엑스트라버진 올리브오일 캡슐,올리브3,건강식품/오일,올리브오일,,,,,,,확정,Y,,,반복 5회 / 제목형태 1종 / 신뢰도 높음
올바른 파로 효소 골드 5박스 (총 5개월분 150포),올바른 파로 골드 효소,올바른,효소식품,파로,,,,,,,confirmed,Y,create_new,2026-08-25T15:23:02+09:00,
올반_오리불고기,올반 바짝 오리 불고기,올반,양념육,오리,일반식품,식육가공품 및 포장육,양념육,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:15:43+09:00,
유기농 애사비,올타 유기농 리얼 당당 애사비,올타,발효식초,애사비,,,,,,,confirmed,Y,create_new,2026-08-25T11:46:38+09:00,
연잎밥,옹기시루전통연잎밥,옹기시루,즉석조리식품,연잎밥,일반식품,즉석식품류,즉석조리식품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T15:12:39+09:00,
완도활전복,완도활전복,,수산물,수산물,,,,,,,확정,Y,,,반복 2회 / 제목형태 1종 / 신뢰도 보통
"[원산지: 국내산 맥문동] 왕의 맥문동 진액 골드 (70ml×30포)×8박스, 총 240포",왕의 맥문동 진액 골드,왕의맥문동,액상차,맥문동,,,,,,,confirmed,Y,create_new,2026-08-25T13:18:19+09:00,
"참만능참치액골드  1,040g x 3병 + 참만능대게액  1,050g x 2병",요리대가정셰프 참만능참치액골드,요리대가정셰프,소스,참치액,일반식품,조미식품,소스,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:41:21+09:00,
요리한포 150포,요리한포 150포,,,,,,,,,,확인필요,N,,,2026-08-24 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
[우리참바다][대사이즈]국내산 고등어100g×16팩+삼치130g×12팩,우리씨푸드 우리참바다 고등어,우리참바다,기타수산물가공품,고등어,일반식품,수산가공식품류,기타수산물가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:37:03+09:00,
*워커힐 고메 노엣지 피자 4종 총 17팩 (고르곤졸라 5+ 불고기 5+ 콤비네이션4 + 페퍼로니 3) | 원산지 : 상품정보 참조,워커힐 고메 피자,워커힐,빵류,피자,,,,,,,confirmed,Y,create_new,2026-08-25T15:57:46+09:00,
"워커힐 치킨스테이크 2종 16팩 ( 허브솔트9팩, 청양매콤7팩)",워커힐 치킨스테이크,워커힐,양념육,닭고기,일반식품,식육가공품 및 포장육,양념육,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:01:46+09:00,
바삭한 속초먹태 4종*3봉 (총12봉),웰코아 바삭한 속초 먹태,웰코아,조미건어포,먹태,,,,,,,confirmed,Y,create_new,2026-08-25T17:17:09+09:00,
닥터파이토 덴티백 PRO 구강유산균 M18,위랩 닥터파이토 덴티백 PRO,닥터파이토,캔디류,유산균,,,,,,,confirmed,Y,update_product,2026-08-25T14:56:39+09:00,반복 2회 / 제목형태 2종 / 신뢰도 보통
닥터파이토구강유산균,위랩 닥터파이토 덴티백 PRO,닥터파이토,캔디류,유산균,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T16:30:46+09:00,
[닥터파이토] 덴티백 PRO 구강유산균 M18 14박스,위랩 닥터파이토 덴티백 PRO,닥터파이토,캔디류,유산균,,,,,,,confirmed,Y,link_existing,2026-08-25T15:48:57+09:00,
[닥터파이토] 덴티백프로 구강유산균 14박스,위랩 닥터파이토 덴티백 PRO,닥터파이토,캔디류,유산균,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T17:11:37+09:00,
닥터파이토파이토블락,위랩 파이토블락 코엔삼백초,닥터파이토,삼백초추출물(LHF618),삼백초추출물(LHF618),건강식품,개별인정형원료,삼백초추출물(LHF618),,,Y,confirmed,Y,update_product,2026-08-31T17:36:17+09:00,
두뇌엔닥터PS,위바이옴 두뇌엔 닥터PS,위바이옴,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-31T14:46:24+09:00,표준명 통합: 두뇌엔 닥터PS | 반복 3회 / 제목형태 1종 / 신뢰도 높음
위바이옴 두뇌엔 닥터 PS 맥스,위바이옴 두뇌엔 닥터PS,위바이옴,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-31T14:46:24+09:00,표준명 통합: 두뇌엔 닥터PS | 반복 2회 / 제목형태 2종 / 신뢰도 보통
유기농 레몬즙 20+10박스 | 원산지 : 상품정보 참조,유기농 레몬즙 20+10박스 | 원산지 : 상품정보 참조,,,,,,,,,,확인필요,N,,,2026-08-23 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
유기농 레몬즙 레자몽즙,유기농 레몬즙 레자몽즙,,과채주스,레몬,,,,,,,확정,Y,,,반복 2회 / 제목형태 1종 / 신뢰도 보통
편해보리 보리차진액 400g 3병+물병,유유네이처 편해보리,유유네이처,액상차,보리,,,,,,,confirmed,Y,update_product,2026-08-25T14:45:10+09:00,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
유정임김치1,유정임 프리미엄 포기김치,유정임,김치,김치,,,,,,,confirmed,Y,create_new,2026-08-25T14:00:50+09:00,
유한양행 당큐락 9개월분,유한양행 마이크로바이옴 프로바이오틱스 당큐락,와이즈바이옴,HAC01 프로바이오틱스,HAC01 프로바이오틱스,건강식품,개별인정형원료,HAC01 프로바이오틱스,,,Y,confirmed,Y,update_product,2026-08-31T14:40:21+09:00,2026-08-26 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
[유한양행]혈당유산균 HAC01 와이즈바이옴 당큐락 9개월,유한양행 마이크로바이옴 프로바이오틱스 당큐락,와이즈바이옴,HAC01 프로바이오틱스,HAC01 프로바이오틱스,건강식품,개별인정형원료,HAC01 프로바이오틱스,,,Y,confirmed,Y,update_product,2026-08-31T14:40:21+09:00,
[모발유산균] 모큐락 플러스 LB-P9 24주분+샴푸1통+헤어드라이기,유한양행 모듀락+,유한양행,LB-P9 프로바이오틱스,LB-P9 프로바이오틱스,건강식품,개별인정형원료,LB-P9 프로바이오틱스,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T16:35:53+09:00,
유한양행_모큐락,유한양행 모듀락+,유한양행,LB-P9 프로바이오틱스,LB-P9 프로바이오틱스,건강식품,개별인정형원료,LB-P9 프로바이오틱스,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T16:38:12+09:00,
윤방부 박사의 넘버원 PS,윤방부박사의 넘버원 PS,윤방부,포스파티딜세린,포스파티딜세린,건강식품,고시형원료,포스파티딜세린,,,Y,confirmed,Y,update_product,2026-08-28T11:34:06+09:00,반복 2회 / 제목형태 1종 / 신뢰도 보통
이경제 흑염소 진액 眞 ×,이경제 흑염소 진액 진,이경제,식육추출가공품,흑염소,,,,,,,confirmed,Y,update_product,2026-08-24T17:22:13+09:00,표준명 통합: 이경제 흑염소 진액 진 | 반복 2회 / 제목형태 1종 / 신뢰도 보통
[방송중+1박스 /더블] 이경제 흑염소진액 진眞 8박스+1박스 (총 9박스/270포),이경제 흑염소 진액 진,이경제,식육추출가공품,흑염소,,,,,,,confirmed,Y,link_existing,2026-08-25T17:28:01+09:00,
이경제흑염소진액,이경제 흑염소 진액 진,이경제,식육추출가공품,흑염소,,,,,,,confirmed,Y,link_existing,2026-08-25T14:22:23+09:00,
이경제흑염소진액1,이경제 흑염소 진액 진,이경제,식육추출가공품,흑염소,,,,,,,confirmed,Y,link_existing,2026-08-26T10:43:47+09:00,
[방송에서만] 최신상 이경제 흑염소진액 眞 8박스+1박스 (총 270포),이경제 흑염소 진액 진,이경제,식육추출가공품,흑염소,,,,,,,confirmed,Y,link_existing,2026-08-25T17:31:03+09:00,
[주문1]이나카안블랙 히츠마부시 장어 10미세트(장어 10미+특제양념소스 2개),이나카안블랙 히츠마부시 장어,이나카안블랙,기타수산물가공품,장어,일반식품,수산가공식품류,기타수산물가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T11:01:52+09:00,
[안동특산물] 이동삼 안동 간고등어 특대 120g×20팩,이동삼 안동 간고등어,이동삼 안동간고등어,기타수산물가공품,고등어,일반식품,수산가공식품류,기타수산물가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T11:05:26+09:00,
이든밥상 돈워리 명품LA갈비 500g 4팩,이든밥상 돈워리LA양념꽃갈비,이든밥상,양념육,갈비,,,,,,,confirmed,Y,create_new,2026-08-25T15:38:19+09:00,
"이로운떡 5종세트(40봉,120개)_서리태콩떡,호박인절미,쑥앙금절편,동부모시떡,동부비트떡",이로운떡,이로운떡,떡류,떡,,,,,,,confirmed,Y,create_new,2026-08-25T11:35:36+09:00,
[굿라이프 단독 +3박스 더] 황성주 박사의 라이프 밀 6+3박스+쉐이커2개,이롬 황성주 박사의 1일 1생식 라이프밀,이롬,생식함유제품,생식,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T10:41:55+09:00,
[+2박스+적립금1만원+캐리어100명] 황성주 생식 라이프 밀 6+2박스+쉐이커2,이롬 황성주 박사의 1일 1생식 라이프밀,이롬,생식함유제품,생식,,,,,,,confirmed,Y,create_new,2026-08-25T14:15:36+09:00,
[이롬] ♡[방송에서만 10+2박스]황성주 박사의 닥터샐러드  10박스+푸룬 식이섬유 젤리 2박스,이롬 황성주박사의 Dr. 샐러드,이롬,생식함유제품,생식,,,,,,,confirmed,Y,create_new,2026-08-25T17:57:06+09:00,
"이봉원의 국내산 손질 박대 190g(2마리)×10팩, 총 20마리",이봉원 군산그리고박대,이봉원,기타수산물가공품,박대,일반식품,수산가공식품류,기타수산물가공품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:18:13+09:00,
이시형마그네슘,이시형 박사의 인생 마그네슘 영양제,이시형,건강기능식품,마그네슘,건강식품,영양성분,무기질,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T09:18:28+09:00,
[방송에서만] 갱년기 여성건강 이알하나 ERr731 10+2박스 | 원산지 : 상품정보 참조,이알하나 ERr731,이알하나,루바브뿌리추출물(ERr731),ERr731,건강식품,개별인정형원료,루바브뿌리추출물(ERr731),,,Y,confirmed,Y,update_product,2026-08-31T14:44:23+09:00,
이알하나 면역 LF300,이알하나 면역,이알하나,락토페린LF300,락토페린,건강식품,개별인정형원료,락토페린LF300,,,Y,confirmed,Y,update_product,2026-08-31T17:27:07+09:00,반복 6회 / 제목형태 2종 / 신뢰도 높음
디마떼오 피자 4종/20팩,이원승 디마떼오 피자,이원승,빵류,피자,,,,,,,confirmed,Y,update_product,2026-08-24T17:14:47+09:00,2026-08-21 신규 자동등록 · 대시보드에서 확정/병합/제외 필요
이재훈셰프 구이세트 8팩,이재훈 1++한우구이,이재훈,양념육,소고기,,,,,,,confirmed,Y,update_product,2026-08-25T16:38:32+09:00,2026-08-24 신규 자동등록 · 표준상품명 미확정 · 대시보드에서 기존상품 연결/신규확정/제외 필요
[1++ 한우] 이재훈셰프 스테이크 7+1팩(팩당 150g),이재훈셰프 한우 1++ 스테이크,이재훈,양념육,소고기,,,,,,,confirmed,Y,create_new,2026-08-25T14:10:26+09:00,
요리연구가 이종임의 아삭한 포기김치 10kg,이종임의 포기김치,이종임,김치,김치,,,,,,,confirmed,Y,create_new,2026-08-25T16:07:52+09:00,
이종임 포기김치 10kg | 원산지 : 상품정보 참조,이종임의 포기김치,이종임,김치,김치,,,,,,,confirmed,Y,link_existing,2026-08-25T17:51:34+09:00,
한식요리명인 이효진의 뼈없는 감자탕 450g*10팩,이효진의 뼈없는 감자탕,이효진,즉석조리식품,감자탕,,,,,,,confirmed,Y,create_new,2026-08-25T14:27:27+09:00,
인산가 죽염담은 녹두삼계탕 1.2kg*7팩 + 인산가 4회 구운 죽염 150g*1통,인산가 죽염담은 녹두삼계탕,인산가,식육추출가공품,삼게탕,,,,,,,confirmed,Y,create_new,2026-08-25T16:02:14+09:00,
골드 카무트 효소 파로 복부마사지기,인테로 골드 카무트 브랜드밀 함유 효소 프리미엄,인테로,효소식품,카무트,,,,,,,confirmed,Y,create_new,2026-08-25T16:47:35+09:00,
골드 카무트 효소 프리미엄,인테로 골드 카무트 브랜드밀 함유 효소 프리미엄,인테로,효소식품,카무트,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T09:06:27+09:00,
[대구 유명 맛집] 일월정 흑마늘 독계탕 6팩+독계죽 1팩,일월정 흑마늘 독계탕,일월정,식육추출가공품,삼계탕,,,,,,,confirmed,Y,create_new,2026-08-25T17:19:22+09:00,
임성근삼계탕1,임성근 진 삼계탕,임성근,식육추출가공품,삼계탕,,,,,,,confirmed,Y,create_new,2026-08-25T16:05:45+09:00,
조리기능장 의 진 삼계탕 1kg x 8+2팩 (방송에서만 2팩더),임성근 진 삼계탕,임성근,식육추출가공품,삼계탕,,,,manual_admin,1.000,Y,confirmed,Y,link_existing,2026-09-01T17:13:13+09:00,
임성근_뼈없는갈비탕,임성근 키로갈비탕,임성근,식육추출가공품,갈비탕,,,,,,,confirmed,Y,link_existing,2026-08-25T14:26:27+09:00,
임성근갈비탕,임성근 키로갈비탕,임성근,식육추출가공품,갈비탕,,,,,,,confirmed,Y,update_product,2026-08-24T17:25:10+09:00,사용자 확인: 실제 제품명 그대로 사용
임성근의 특키로 갈비탕 1kg x 12팩,임성근 키로갈비탕,임성근,식육추출가공품,갈비탕,,,,,,,confirmed,Y,link_existing,2026-08-25T14:38:43+09:00,
임성근키로도가니탕,임성근 키로도가니탕,임성근,식육추출가공품,도가니탕,,,,,,,confirmed,Y,create_new,2026-08-25T14:39:45+09:00,
(방송에서만 3팩 더) 조리기능장 임성근의 특 소곱창전골 800g x 11팩,임성근 특 소곱창전골,임성근,식육추출가공품,곱창,,,,,,,confirmed,Y,create_new,2026-08-25T17:58:56+09:00,
[임성근] ★방송에서만★임성근의 한돈한우 함박 스테이크 180g x 18팩,임성근의 한돈한우 함박스테이크,임성근,분쇄가공육제품,함박스테이크,일반식품,식육가공품 및 포장육,분쇄가공육제품,manual_admin,1.000,Y,confirmed,Y,create_new,2026-09-01T17:20:47+09:00,
임성근한우갈비살구이,임성근의 한우 갈비살구이,임성근,양념육,갈비,,,,,,,confirmed,Y,create_new,2026-08-25T15:56:00+09:00,
잇몸유산균CMU 오라틱스,잇몸유산균CMU 오라틱스,,유산균,유산균,,,,,,,확정,Y,,,반복 2회 / 제목형태 2종 / 신뢰도 보통
[방송에서만 이가격]자담치킨 맵쏘이킥 윙봉치킨 총10팩,자담치킨 맵쏘이킥 윙치킨,자담치킨,양념육,닭고기,,,,,,,confirmed,Y,create_new,2026-08-25T18:06:20+09:00,
[1500만포판매돌파] 한포로 요리 끝! 자연한포 160포 ★자연한알이 분말로!★,자연한알 자연한포,자연한알,복합조미식품,코인육수,,,,,,,confirmed,Y,create_new,2026-08-25T13:59:11+09:00,
